Latitude,Longitude,Name
62.45048903,-114.409667,Shell
62.45161184,-114.3902458,Esso
62.45131763,-114.4038152,Co-op Gas Bar
62.4601726,-114.4129555,Gastown
62.45350476,-114.4029133,Petro-Pass Truck Stop
62.44593138,-114.4099791,Monkey Tree Gas Bar
