Lat,Lon,Counts
68.5375,-59.9325,1
67.37333333,-60.78583333,1
67.3175,-60.87333333,1
67.78333333,-61.85666667,1
67.88416667,-62.15833333,1
68.18166667,-63.155,1
68.04083333,-63.59916667,1
68.385,-64.33916667,1
70.38333333,-65.98666667,1
70.52333333,-66.45583333,1
70.89416667,-67.1025,1
71.26416667,-67.8525,1
66.35916667,-58.07583333,1
66.365,-58.7275,1
66.37916667,-59.80083333,1
66.3625,-60.59,1
66.49166667,-60.18416667,1
66.6025,-60.04833333,1
66.76166667,-60.73916667,1
66.84,-60.89666667,1
66.9075,-60.63166667,1
66.8275,-60.28,1
66.90166667,-59.60833333,1
66.835,-59.585,1
67.1475,-58.96333333,1
67.33833333,-59.03333333,1
67.43916667,-58.70833333,1
68.49916667,-59.94083333,1
67.50916667,-59.40333333,1
67.29166667,-59.38333333,1
67.37333333,-60.78583333,1
67.3275,-61.16916667,1
67.45083333,-61.475,1
67.62416667,-62.23083333,1
67.78333333,-61.85666667,1
67.82833333,-62.11416667,1
67.88416667,-62.15833333,1
67.95166667,-62.93666667,1
68.18166667,-63.155,1
68.175,-63.53666667,1
68.11083333,-63.52833333,1
68.04083333,-63.59916667,1
68.385,-64.33916667,1
68.8875,-64.225,1
69.2625,-65.0375,1
69.49166667,-64.9075,1
69.69166667,-64.96083333,1
69.94,-64.80333333,1
69.96166667,-65.11916667,1
70.03416667,-65.5175,1
70.38333333,-65.98666667,1
70.52333333,-66.45583333,1
70.69833333,-66.69916667,1
70.89416667,-67.1025,1
71.0825,-67.42166667,1
71.25916667,-68.25916667,1
71.2525,-68.1425,1
71.13416667,-67.95416667,1
70.79416667,-67.08416667,1
66.35916667,-58.07583333,1
66.29916667,-59.36,1
66.3625,-60.59,1
66.49166667,-60.18416667,1
66.6025,-60.04833333,1
66.76166667,-60.73916667,1
66.84,-60.89666667,1
66.9075,-60.63166667,1
67.57583333,-58.45416667,1
68.49916667,-59.94083333,1
67.29166667,-59.38333333,1
67.45083333,-61.475,1
67.62416667,-62.23083333,1
67.82833333,-62.11416667,1
67.95166667,-62.93666667,1
68.18166667,-63.155,1
68.175,-63.53666667,1
68.11083333,-63.52833333,1
68.04083333,-63.59916667,1
68.385,-64.33916667,1
69.2625,-65.0375,1
69.49166667,-64.9075,1
69.69166667,-64.96083333,1
69.94,-64.80333333,1
70.03416667,-65.5175,1
70.38333333,-65.98666667,1
70.52333333,-66.45583333,1
71.26416667,-67.8525,1
71.25916667,-68.25916667,1
71.2525,-68.1425,1
71.13416667,-67.95416667,1
70.79416667,-67.08416667,1
67.62416667,-62.23083333,1
68.385,-64.33916667,1
71.13416667,-67.95416667,1
66.49166667,-60.18416667,1
66.35916667,-58.07583333,1
66.365,-58.7275,1
66.29916667,-59.36,1
66.9075,-60.63166667,1
66.88416667,-57.9725,1
67.1475,-58.96333333,1
67.33833333,-59.03333333,1
68.4075,-59.47416667,1
68.5375,-59.9325,1
67.29666667,-60.33166667,1
67.37333333,-60.78583333,1
67.3175,-60.87333333,1
68.8875,-64.225,1
69.96166667,-65.11916667,1
70.03416667,-65.5175,1
70.69833333,-66.69916667,1
71.2525,-68.1425,1
68.49916667,-59.94083333,1
68.3775,-59.83083333,1
67.91916667,-59.82083333,1
67.32083333,-60.17083333,1
67.82833333,-62.11416667,1
67.88416667,-62.15833333,1
68.11083333,-63.52833333,1
68.8875,-64.225,1
69.94,-64.80333333,1
69.96166667,-65.11916667,1
71.25916667,-68.25916667,1
71.2525,-68.1425,1
68.385,-64.33916667,1
69.2625,-65.0375,1
68.08,-59.38333333,1
66.835,-59.585,1
66.81166667,-58.07416667,1
67.33833333,-59.03333333,1
68.5375,-59.9325,1
68.3775,-59.83083333,1
67.29166667,-59.38333333,1
67.32083333,-60.17083333,1
67.45083333,-61.475,1
66.285,-58.0925,1
66.35916667,-58.07583333,1
66.365,-58.7275,1
66.29916667,-59.36,1
66.37916667,-59.80083333,1
66.49166667,-60.18416667,1
66.6025,-60.04833333,1
66.76166667,-60.73916667,1
66.9075,-60.63166667,1
66.8275,-60.28,1
66.90166667,-59.60833333,1
66.835,-59.585,1
66.72166667,-59.56083333,1
66.88416667,-57.9725,1
66.81166667,-58.07416667,1
67.1475,-58.96333333,1
67.33833333,-59.03333333,1
67.43916667,-58.70833333,1
67.49833333,-58.295,1
68.5375,-59.9325,1
68.49916667,-59.94083333,1
68.3775,-59.83083333,1
67.91916667,-59.82083333,1
67.515,-60.09583333,1
67.50916667,-59.40333333,1
67.29166667,-59.38333333,1
67.32083333,-60.17083333,1
67.29666667,-60.33166667,1
67.37333333,-60.78583333,1
67.3175,-60.87333333,1
67.3275,-61.16916667,1
67.45083333,-61.475,1
67.62416667,-62.23083333,1
67.78333333,-61.85666667,1
67.82833333,-62.11416667,1
67.88416667,-62.15833333,1
67.95166667,-62.93666667,1
68.18166667,-63.155,1
68.175,-63.53666667,1
68.11083333,-63.52833333,1
68.04083333,-63.59916667,1
68.8875,-64.225,1
69.49166667,-64.9075,1
69.69166667,-64.96083333,1
69.94,-64.80333333,1
69.96166667,-65.11916667,1
70.38333333,-65.98666667,1
70.69833333,-66.69916667,1
70.89416667,-67.1025,1
71.0825,-67.42166667,1
71.26416667,-67.8525,1
71.345,-68.35583333,1
71.25916667,-68.25916667,1
71.2525,-68.1425,1
66.49166667,-60.18416667,1
66.6025,-60.04833333,1
66.84,-60.89666667,1
66.9075,-60.63166667,1
66.8275,-60.28,1
67.49833333,-58.295,1
67.57583333,-58.45416667,1
68.08,-59.38333333,1
68.4075,-59.47416667,1
67.3275,-61.16916667,1
69.96166667,-65.11916667,1
70.79416667,-67.08416667,1
67.43916667,-58.70833333,1
66.3625,-60.59,1
66.84,-60.89666667,1
68.385,-64.33916667,1
70.79416667,-67.08416667,1
66.365,-58.7275,1
66.29916667,-59.36,1
66.37916667,-59.80083333,1
66.3625,-60.59,1
66.49166667,-60.18416667,1
66.6025,-60.04833333,1
66.76166667,-60.73916667,1
66.84,-60.89666667,1
66.9075,-60.63166667,1
66.8275,-60.28,1
66.90166667,-59.60833333,1
66.835,-59.585,1
66.72166667,-59.56083333,1
66.88416667,-57.9725,1
66.81166667,-58.07416667,1
67.1475,-58.96333333,1
67.33833333,-59.03333333,1
67.43916667,-58.70833333,1
67.49833333,-58.295,1
68.08,-59.38333333,1
68.4075,-59.47416667,1
68.5375,-59.9325,1
68.49916667,-59.94083333,1
68.3775,-59.83083333,1
67.91916667,-59.82083333,1
67.515,-60.09583333,1
67.50916667,-59.40333333,1
67.29166667,-59.38333333,1
67.32083333,-60.17083333,1
67.29666667,-60.33166667,1
67.37333333,-60.78583333,1
67.3175,-60.87333333,1
67.3275,-61.16916667,1
67.45083333,-61.475,1
67.62416667,-62.23083333,1
67.78333333,-61.85666667,1
67.82833333,-62.11416667,1
67.88416667,-62.15833333,1
67.95166667,-62.93666667,1
68.18166667,-63.155,1
68.175,-63.53666667,1
68.11083333,-63.52833333,1
68.04083333,-63.59916667,1
68.385,-64.33916667,1
68.8875,-64.225,1
69.2625,-65.0375,1
69.49166667,-64.9075,1
69.69166667,-64.96083333,1
69.94,-64.80333333,1
69.96166667,-65.11916667,1
70.03416667,-65.5175,1
70.38333333,-65.98666667,1
70.52333333,-66.45583333,1
70.69833333,-66.69916667,1
70.89416667,-67.1025,1
71.0825,-67.42166667,1
71.26416667,-67.8525,1
71.345,-68.35583333,1
71.25916667,-68.25916667,1
71.2525,-68.1425,1
71.13416667,-67.95416667,1
70.79416667,-67.08416667,1
67.57583333,-58.45416667,1
67.33833333,-59.03333333,1
67.43916667,-58.70833333,1
67.91916667,-59.82083333,1
67.515,-60.09583333,1
67.50916667,-59.40333333,1
68.18166667,-63.155,1
68.175,-63.53666667,1
66.285,-58.0925,1
66.35916667,-58.07583333,1
66.29916667,-59.36,1
66.37916667,-59.80083333,1
66.3625,-60.59,1
66.49166667,-60.18416667,1
66.6025,-60.04833333,1
66.76166667,-60.73916667,1
66.84,-60.89666667,1
66.9075,-60.63166667,1
66.8275,-60.28,1
66.90166667,-59.60833333,1
66.835,-59.585,1
66.72166667,-59.56083333,1
66.88416667,-57.9725,1
66.81166667,-58.07416667,1
67.43916667,-58.70833333,1
67.57583333,-58.45416667,1
68.08,-59.38333333,1
68.4075,-59.47416667,1
67.29666667,-60.33166667,1
67.37333333,-60.78583333,1
67.3175,-60.87333333,1
67.3275,-61.16916667,1
67.45083333,-61.475,1
67.62416667,-62.23083333,1
67.95166667,-62.93666667,1
68.8875,-64.225,1
69.69166667,-64.96083333,1
70.38333333,-65.98666667,1
71.25916667,-68.25916667,1
67.62416667,-62.23083333,1
70.03416667,-65.5175,1
66.3625,-60.59,1
67.62416667,-62.23083333,1
68.385,-64.33916667,1
69.2625,-65.0375,1
70.79416667,-67.08416667,1
67.1475,-58.96333333,1
67.33833333,-59.03333333,1
67.78333333,-61.85666667,1
66.35916667,-58.07583333,1
66.365,-58.7275,1
66.29916667,-59.36,1
66.3625,-60.59,1
66.90166667,-59.60833333,1
66.72166667,-59.56083333,1
66.88416667,-57.9725,1
66.81166667,-58.07416667,1
67.49833333,-58.295,1
68.3775,-59.83083333,1
67.29666667,-60.33166667,1
67.37333333,-60.78583333,1
67.3275,-61.16916667,1
67.62416667,-62.23083333,1
67.82833333,-62.11416667,1
67.88416667,-62.15833333,1
67.95166667,-62.93666667,1
68.11083333,-63.52833333,1
69.49166667,-64.9075,1
69.94,-64.80333333,1
69.96166667,-65.11916667,1
66.35916667,-58.07583333,1
68.3775,-59.83083333,1
67.32083333,-60.17083333,1
67.95166667,-62.93666667,1
68.11083333,-63.52833333,1
68.5375,-59.9325,1
68.49916667,-59.94083333,1
67.91916667,-59.82083333,1
67.515,-60.09583333,1
67.50916667,-59.40333333,1
67.29166667,-59.38333333,1
67.78333333,-61.85666667,1
67.82833333,-62.11416667,1
67.88416667,-62.15833333,1
68.18166667,-63.155,1
69.49166667,-64.9075,1
67.57583333,-58.45416667,1
66.285,-58.0925,1
66.35916667,-58.07583333,1
66.365,-58.7275,1
66.29916667,-59.36,1
66.37916667,-59.80083333,1
66.3625,-60.59,1
66.49166667,-60.18416667,1
66.6025,-60.04833333,1
66.76166667,-60.73916667,1
66.84,-60.89666667,1
66.9075,-60.63166667,1
66.8275,-60.28,1
66.90166667,-59.60833333,1
66.835,-59.585,1
66.72166667,-59.56083333,1
66.88416667,-57.9725,1
66.81166667,-58.07416667,1
67.1475,-58.96333333,1
67.33833333,-59.03333333,1
67.43916667,-58.70833333,1
67.49833333,-58.295,1
67.57583333,-58.45416667,1
68.08,-59.38333333,1
68.4075,-59.47416667,1
68.5375,-59.9325,1
68.49916667,-59.94083333,1
68.3775,-59.83083333,1
67.91916667,-59.82083333,1
67.515,-60.09583333,1
67.50916667,-59.40333333,1
67.29166667,-59.38333333,1
67.32083333,-60.17083333,1
67.29666667,-60.33166667,1
67.37333333,-60.78583333,1
67.3175,-60.87333333,1
67.3275,-61.16916667,1
67.45083333,-61.475,1
67.62416667,-62.23083333,1
67.78333333,-61.85666667,1
67.82833333,-62.11416667,1
67.88416667,-62.15833333,1
67.95166667,-62.93666667,1
68.18166667,-63.155,1
68.175,-63.53666667,1
68.11083333,-63.52833333,1
68.04083333,-63.59916667,1
68.385,-64.33916667,1
68.8875,-64.225,1
69.2625,-65.0375,1
69.49166667,-64.9075,1
69.69166667,-64.96083333,1
69.94,-64.80333333,1
69.96166667,-65.11916667,1
70.03416667,-65.5175,1
70.38333333,-65.98666667,1
70.52333333,-66.45583333,1
70.69833333,-66.69916667,1
70.89416667,-67.1025,1
71.0825,-67.42166667,1
71.26416667,-67.8525,1
71.345,-68.35583333,1
71.25916667,-68.25916667,1
71.2525,-68.1425,1
71.13416667,-67.95416667,1
70.79416667,-67.08416667,1
67.33833333,-59.03333333,1
67.43916667,-58.70833333,1
68.5375,-59.9325,1
68.49916667,-59.94083333,1
67.91916667,-59.82083333,1
67.515,-60.09583333,1
67.50916667,-59.40333333,1
67.29166667,-59.38333333,1
67.32083333,-60.17083333,1
67.78333333,-61.85666667,1
67.82833333,-62.11416667,1
67.88416667,-62.15833333,1
69.49166667,-64.9075,1
69.94,-64.80333333,1
70.69833333,-66.69916667,1
66.285,-58.0925,1
66.35916667,-58.07583333,1
66.365,-58.7275,1
66.29916667,-59.36,1
66.37916667,-59.80083333,1
66.3625,-60.59,1
66.49166667,-60.18416667,1
66.76166667,-60.73916667,1
66.84,-60.89666667,1
66.9075,-60.63166667,1
66.88416667,-57.9725,1
66.81166667,-58.07416667,1
67.33833333,-59.03333333,1
67.49833333,-58.295,1
67.57583333,-58.45416667,1
68.08,-59.38333333,1
68.4075,-59.47416667,1
68.5375,-59.9325,1
67.91916667,-59.82083333,1
67.29166667,-59.38333333,1
67.62416667,-62.23083333,1
68.385,-64.33916667,1
69.2625,-65.0375,1
71.25916667,-68.25916667,1
67.57583333,-58.45416667,1
68.08,-59.38333333,1
68.4075,-59.47416667,1
67.62416667,-62.23083333,1
71.13416667,-67.95416667,1
66.365,-58.7275,1
66.6025,-60.04833333,1
66.84,-60.89666667,1
67.57583333,-58.45416667,1
68.08,-59.38333333,1
68.4075,-59.47416667,1
67.45083333,-61.475,1
67.62416667,-62.23083333,1
67.82833333,-62.11416667,1
68.385,-64.33916667,1
69.2625,-65.0375,1
69.49166667,-64.9075,1
70.03416667,-65.5175,1
70.38333333,-65.98666667,1
71.13416667,-67.95416667,1
70.79416667,-67.08416667,1
62.525,-59.55333333,1
62.68,-59.77333333,1
62.68,-59.77333333,1
61.62333333,-63.7875,1
61.78833333,-63.46666667,1
61.90416667,-62.64166667,1
62.03,-62.32416667,1
62.06416667,-61.29416667,1
62.21416667,-60.87,1
62.24833333,-61.24916667,1
62.47833333,-61.24083333,1
63.88083333,-59.62333333,1
64.43166667,-59.19583333,1
65.1875,-58.94583333,1
65.27333333,-59.15666667,1
65.455,-60.23916667,1
65.67,-60.23833333,1
66.18666667,-59.08833333,1
65.37083333,-57.92916667,1
62.83666667,-58.985,1
63.11666667,-59.65666667,1
64.98,-58.91416667,1
61.805,-62.8875,1
62.96333333,-60.17083333,1
63.14333333,-60.00583333,1
63.28416667,-60.26416667,1
64.06916667,-57.9425,1
63.87166667,-58.26,1
63.73333333,-58.0725,1
63.26083333,-58.575,1
63.15166667,-58.75583333,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
63.0325,-58.8075,1
62.83666667,-58.985,1
62.77916667,-59.32416667,1
62.67916667,-58.94583333,1
62.525,-59.55333333,1
62.68,-59.77333333,1
62.6625,-59.94666667,1
62.265,-59.93166667,1
62.07166667,-60.11083333,1
61.77666667,-60.59416667,1
61.55583333,-60.7475,1
62.1525,-60.61416667,1
62.21416667,-60.87,1
62.34166667,-61.00083333,1
62.47833333,-61.24083333,1
62.8175,-61.0675,1
62.96333333,-60.17083333,1
63.095,-59.91666667,1
63.11666667,-59.65666667,1
63.14333333,-60.00583333,1
63.28416667,-60.26416667,1
63.63333333,-59.10083333,1
63.88083333,-59.62333333,1
64.08333333,-58.5975,1
64.44333333,-58.10416667,1
64.27083333,-58.3125,1
63.98583333,-58.77166667,1
64.98,-58.91416667,1
65.27333333,-59.15666667,1
65.18333333,-59.85416667,1
65.355,-58.215,1
64.27083333,-58.3125,1
64.43166667,-59.19583333,1
64.44333333,-58.10416667,1
65.1875,-58.94583333,1
65.455,-60.23916667,1
61.55583333,-60.7475,1
64.44333333,-58.10416667,1
64.06916667,-57.9425,1
63.87166667,-58.26,1
63.73333333,-58.0725,1
63.26083333,-58.575,1
63.15166667,-58.75583333,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
63.0325,-58.8075,1
63.095,-59.91666667,1
64.44333333,-58.10416667,1
65.2,-58.08083333,1
63.98583333,-58.77166667,1
62.525,-59.55333333,1
62.68,-59.77333333,1
63.14333333,-60.00583333,1
62.07166667,-60.11083333,1
62.07166667,-60.11083333,1
63.15166667,-58.75583333,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
63.0325,-58.8075,1
62.67916667,-58.94583333,1
62.68,-59.77333333,1
62.265,-59.93166667,1
61.77666667,-60.59416667,1
62.24833333,-61.24916667,1
62.96333333,-60.17083333,1
63.14333333,-60.00583333,1
63.28416667,-60.26416667,1
63.63333333,-59.10083333,1
63.88083333,-59.62333333,1
63.9725,-59.22916667,1
64.08333333,-58.5975,1
64.43166667,-59.19583333,1
64.685,-58.34416667,1
64.98,-58.91416667,1
65.27333333,-59.15666667,1
65.18333333,-59.85416667,1
65.455,-60.23916667,1
65.67,-60.23833333,1
66.16083333,-60.27083333,1
65.81583333,-58.24666667,1
65.47666667,-58.91333333,1
65.4775,-58.69333333,1
65.355,-58.215,1
65.2,-58.08083333,1
65.0625,-58.09333333,1
64.27083333,-58.3125,1
63.98583333,-58.77166667,1
64.43166667,-59.19583333,1
64.98,-58.91416667,1
65.1875,-58.94583333,1
65.27333333,-59.15666667,1
65.18333333,-59.85416667,1
65.455,-60.23916667,1
65.67,-60.23833333,1
65.72,-59.67083333,1
66.16083333,-60.27083333,1
65.81583333,-58.24666667,1
65.47666667,-58.91333333,1
65.4775,-58.69333333,1
65.355,-58.215,1
65.0625,-58.09333333,1
63.15166667,-58.75583333,1
63.11833333,-59.12083333,1
62.1525,-60.61416667,1
62.96333333,-60.17083333,1
63.11666667,-59.65666667,1
63.14333333,-60.00583333,1
63.28416667,-60.26416667,1
64.43166667,-59.19583333,1
64.44333333,-58.10416667,1
64.685,-58.34416667,1
63.98583333,-58.77166667,1
64.98,-58.91416667,1
65.18333333,-59.85416667,1
64.06916667,-57.9425,1
63.73333333,-58.0725,1
63.26083333,-58.575,1
63.15166667,-58.75583333,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
63.0325,-58.8075,1
62.83666667,-58.985,1
62.77916667,-59.32416667,1
62.67916667,-58.94583333,1
62.68,-59.77333333,1
62.6625,-59.94666667,1
62.07166667,-60.11083333,1
62.115,-60.85333333,1
62.1525,-60.61416667,1
62.8175,-61.0675,1
62.96333333,-60.17083333,1
63.095,-59.91666667,1
63.11666667,-59.65666667,1
63.14333333,-60.00583333,1
63.28416667,-60.26416667,1
63.63333333,-59.10083333,1
64.27083333,-58.3125,1
63.98583333,-58.77166667,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
62.83666667,-58.985,1
61.77666667,-60.59416667,1
63.14333333,-60.00583333,1
64.44333333,-58.10416667,1
64.685,-58.34416667,1
63.87166667,-58.26,1
63.73333333,-58.0725,1
63.26083333,-58.575,1
63.14166667,-58.93,1
63.0325,-58.8075,1
62.77916667,-59.32416667,1
62.68,-59.77333333,1
63.28416667,-60.26416667,1
64.44333333,-58.10416667,1
64.27083333,-58.3125,1
62.77916667,-59.32416667,1
62.525,-59.55333333,1
62.68,-59.77333333,1
63.11666667,-59.65666667,1
62.525,-59.55333333,1
62.68,-59.77333333,1
62.265,-59.93166667,1
63.11666667,-59.65666667,1
64.06916667,-57.9425,1
63.87166667,-58.26,1
63.73333333,-58.0725,1
63.26083333,-58.575,1
63.15166667,-58.75583333,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
63.0325,-58.8075,1
62.83666667,-58.985,1
62.77916667,-59.32416667,1
62.67916667,-58.94583333,1
62.525,-59.55333333,1
62.68,-59.77333333,1
62.6625,-59.94666667,1
62.265,-59.93166667,1
62.07166667,-60.11083333,1
61.77666667,-60.59416667,1
62.1525,-60.61416667,1
62.96333333,-60.17083333,1
63.095,-59.91666667,1
63.11666667,-59.65666667,1
63.14333333,-60.00583333,1
63.28416667,-60.26416667,1
63.63333333,-59.10083333,1
64.08333333,-58.5975,1
64.44333333,-58.10416667,1
64.27083333,-58.3125,1
63.98583333,-58.77166667,1
63.15166667,-58.75583333,1
61.55583333,-60.7475,1
61.92916667,-61.26166667,1
62.06416667,-61.29416667,1
62.1525,-60.61416667,1
62.21416667,-60.87,1
62.47833333,-61.24083333,1
62.8175,-61.0675,1
62.96333333,-60.17083333,1
63.28416667,-60.26416667,1
63.63333333,-59.10083333,1
63.88083333,-59.62333333,1
63.9725,-59.22916667,1
64.43166667,-59.19583333,1
64.44333333,-58.10416667,1
64.685,-58.34416667,1
64.98,-58.91416667,1
65.27333333,-59.15666667,1
66.18666667,-59.08833333,1
63.0325,-58.8075,1
62.67916667,-58.94583333,1
63.63333333,-59.10083333,1
63.98583333,-58.77166667,1
65.72,-59.67083333,1
63.15166667,-58.75583333,1
61.62333333,-63.7875,1
61.92916667,-61.26166667,1
62.06416667,-61.29416667,1
62.115,-60.85333333,1
62.21416667,-60.87,1
62.24833333,-61.24916667,1
64.8575,-58.48166667,1
65.1875,-58.94583333,1
66.14083333,-57.985,1
66.05083333,-57.98583333,1
65.47666667,-58.91333333,1
65.355,-58.215,1
65.0625,-58.09333333,1
63.87166667,-58.26,1
63.73333333,-58.0725,1
63.26083333,-58.575,1
63.15166667,-58.75583333,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
63.0325,-58.8075,1
62.67916667,-58.94583333,1
62.525,-59.55333333,1
62.68,-59.77333333,1
62.6625,-59.94666667,1
62.265,-59.93166667,1
61.77666667,-60.59416667,1
62.1525,-60.61416667,1
62.96333333,-60.17083333,1
63.095,-59.91666667,1
63.11666667,-59.65666667,1
63.14333333,-60.00583333,1
63.63333333,-59.10083333,1
63.9725,-59.22916667,1
64.08333333,-58.5975,1
64.43166667,-59.19583333,1
64.44333333,-58.10416667,1
64.685,-58.34416667,1
64.8575,-58.48166667,1
64.98,-58.91416667,1
65.1875,-58.94583333,1
65.455,-60.23916667,1
66.16083333,-60.27083333,1
66.18666667,-59.08833333,1
66.14083333,-57.985,1
65.81583333,-58.24666667,1
65.47666667,-58.91333333,1
65.4775,-58.69333333,1
65.355,-58.215,1
65.37083333,-57.92916667,1
65.2,-58.08083333,1
65.0625,-58.09333333,1
64.27083333,-58.3125,1
63.98583333,-58.77166667,1
62.8175,-61.0675,1
64.08333333,-58.5975,1
64.44333333,-58.10416667,1
64.06916667,-57.9425,1
62.03,-62.32416667,1
62.115,-60.85333333,1
62.47833333,-61.24083333,1
62.8175,-61.0675,1
63.88083333,-59.62333333,1
64.08333333,-58.5975,1
64.43166667,-59.19583333,1
64.44333333,-58.10416667,1
64.685,-58.34416667,1
65.1875,-58.94583333,1
65.18333333,-59.85416667,1
65.67,-60.23833333,1
66.18666667,-59.08833333,1
65.355,-58.215,1
65.37083333,-57.92916667,1
65.0625,-58.09333333,1
64.06916667,-57.9425,1
63.87166667,-58.26,1
63.73333333,-58.0725,1
63.26083333,-58.575,1
63.15166667,-58.75583333,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
63.0325,-58.8075,1
62.525,-59.55333333,1
62.68,-59.77333333,1
61.77666667,-60.59416667,1
61.78833333,-63.46666667,1
62.1525,-60.61416667,1
62.96333333,-60.17083333,1
63.095,-59.91666667,1
63.11666667,-59.65666667,1
63.14333333,-60.00583333,1
63.28416667,-60.26416667,1
63.63333333,-59.10083333,1
64.08333333,-58.5975,1
64.43166667,-59.19583333,1
64.44333333,-58.10416667,1
64.685,-58.34416667,1
65.455,-60.23916667,1
65.81583333,-58.24666667,1
65.4775,-58.69333333,1
65.2,-58.08083333,1
64.27083333,-58.3125,1
63.98583333,-58.77166667,1
63.88083333,-59.62333333,1
64.43166667,-59.19583333,1
64.44333333,-58.10416667,1
64.98,-58.91416667,1
65.1875,-58.94583333,1
65.27333333,-59.15666667,1
65.18333333,-59.85416667,1
65.455,-60.23916667,1
65.67,-60.23833333,1
65.47666667,-58.91333333,1
63.63333333,-59.10083333,1
63.88083333,-59.62333333,1
64.43166667,-59.19583333,1
64.98,-58.91416667,1
65.1875,-58.94583333,1
65.27333333,-59.15666667,1
65.18333333,-59.85416667,1
65.455,-60.23916667,1
65.67,-60.23833333,1
65.72,-59.67083333,1
66.16083333,-60.27083333,1
66.18666667,-59.08833333,1
66.05083333,-57.98583333,1
65.81583333,-58.24666667,1
65.47666667,-58.91333333,1
65.4775,-58.69333333,1
65.355,-58.215,1
65.37083333,-57.92916667,1
65.2,-58.08083333,1
66.18666667,-59.08833333,1
61.805,-62.8875,1
61.90416667,-62.64166667,1
62.03,-62.32416667,1
61.92916667,-61.26166667,1
62.06416667,-61.29416667,1
62.47833333,-61.24083333,1
65.37083333,-57.92916667,1
63.88083333,-59.62333333,1
64.43166667,-59.19583333,1
64.44333333,-58.10416667,1
64.685,-58.34416667,1
64.8575,-58.48166667,1
64.98,-58.91416667,1
65.1875,-58.94583333,1
65.27333333,-59.15666667,1
65.455,-60.23916667,1
66.18666667,-59.08833333,1
66.14083333,-57.985,1
65.81583333,-58.24666667,1
65.47666667,-58.91333333,1
65.355,-58.215,1
65.37083333,-57.92916667,1
65.0625,-58.09333333,1
64.27083333,-58.3125,1
62.06416667,-61.29416667,1
62.115,-60.85333333,1
63.9725,-59.22916667,1
66.18666667,-59.08833333,1
66.05083333,-57.98583333,1
65.81583333,-58.24666667,1
65.355,-58.215,1
65.37083333,-57.92916667,1
65.0625,-58.09333333,1
61.90416667,-62.64166667,1
62.03,-62.32416667,1
63.63333333,-59.10083333,1
64.08333333,-58.5975,1
64.43166667,-59.19583333,1
64.06916667,-57.9425,1
64.06916667,-57.9425,1
63.87166667,-58.26,1
63.73333333,-58.0725,1
63.26083333,-58.575,1
63.15166667,-58.75583333,1
63.14166667,-58.93,1
63.11833333,-59.12083333,1
63.0325,-58.8075,1
62.83666667,-58.985,1
62.77916667,-59.32416667,1
62.67916667,-58.94583333,1
62.525,-59.55333333,1
62.68,-59.77333333,1
62.6625,-59.94666667,1
62.265,-59.93166667,1
62.07166667,-60.11083333,1
61.77666667,-60.59416667,1
61.55583333,-60.7475,1
61.80083333,-63.11666667,1
