GeonameID,Place Name (UTF8) VarChar(200),Place ASCII Name,Latitude,Longitude,Feature Class,Feature Code,Country Code,Alternate Country Codes (comma-separated),Fipscode,2nd Level Admin Division,3rd Level Admin Division,4th Level Admin Division,Population,Elevation (metres),Digital Elevation Model (metres),Timezone (IANA ID),Modification Date
5989117,Kanata,Kanata,45.3001,-75.91606,P,PPL,CA,,8,3506,3506008,,90000,,93,America/Toronto,2019-08-07
5989403,Kapuskasing,Kapuskasing,49.41694,-82.43308,P,PPL,CA,,8,3556,,,8292,,219,America/Toronto,2021-11-12
5989931,Kazabazua,Kazabazua,45.95011,-76.01606,P,PPL,CA,,10,7,83015,,847,,183,America/Toronto,2016-06-22
5990579,Kelowna,Kelowna,49.88307,-119.48568,P,PPL,CA,,2,5935,5935010,,142146,,350,America/Vancouver,2021-12-21
5990669,Kelvington,Kelvington,52.16669,-103.5343,P,PPL,CA,,11,,,,941,,586,America/Regina,2008-04-11
5990737,Kemptville,Kemptville,45.0168,-75.64104,P,PPL,CA,,8,3507,3507065,,500,,96,America/Toronto,2019-02-26
5991055,Kenora,Kenora,49.76741,-94.48985,P,PPL,CA,,8,3560,,,15096,,328,America/Winnipeg,2021-11-11
5991080,Kensington,Kensington,46.43343,-63.64871,P,PPL,CA,,9,,,,1619,,33,America/Halifax,2021-12-27
5991148,Kentville,Kentville,45.0771,-64.49605,P,PPL,CA,,7,1207,,,12636,,15,America/Halifax,2014-08-31
5991284,Kerrobert,Kerrobert,51.91682,-109.13479,P,PPL,CA,,11,,,,1061,,685,America/Regina,2021-12-22
5991374,Keswick Ridge,Keswick Ridge,46.00011,-66.88218,P,PPL,CA,,4,,,,1652,,112,America/Moncton,2019-08-11
5991609,Khedive,Khedive,49.61677,-104.51779,P,PPL,CA,,11,,,,15,,648,America/Regina,2019-08-08
5991888,Killam,Killam,52.78344,-111.85175,P,PPL,CA,,1,,,,1056,,677,America/Edmonton,2008-04-11
5991907,Killarney,Killarney,49.18332,-99.66364,P,PPL,CA,,3,,,,2362,,495,America/Winnipeg,2008-04-11
11748824,Killarney,Killarney,45.97263,-81.51091,P,PPL,CA,,8,3552,,,386,,178,America/Toronto,2018-01-20
5992059,Kimberley,Kimberley,49.67071,-115.9776,P,PPL,CA,,2,5901,5901028,,7425,,1067,America/Edmonton,2021-12-21
5992154,Kindersley,Kindersley,51.46681,-109.16818,P,PPL,CA,,11,,,,4249,,689,America/Regina,2013-09-22
5992180,King,King,43.96514,-79.59011,P,PPL,CA,,8,3519,3519049,,6970,,311,America/Toronto,2019-08-08
5992424,Kingsey Falls,Kingsey Falls,45.85007,-72.0658,P,PPL,CA,,10,17,39097,,1480,,113,America/Toronto,2016-02-23
5992500,Kingston,Kingston,44.22976,-76.48098,P,PPL,CA,,8,,,,114195,70,83,America/Toronto,2014-05-11
5992724,Kipling,Kipling,50.10003,-102.6343,P,PPL,CA,,11,,,,969,,659,America/Regina,2008-04-11
5992830,Kirkland,Kirkland,45.45008,-73.86586,P,PPL,CA,,10,6,66102,,20491,,36,America/Toronto,2016-06-22
5992836,Kirkland Lake,Kirkland Lake,48.14461,-80.03767,P,PPL,CA,,8,,,,7775,,321,America/Toronto,2012-01-07
5993072,Kitimat,Kitimat,54.05244,-128.65342,P,PPL,CA,,2,5949,5949005,,8987,,22,America/Vancouver,2019-02-26
5994519,Kuujjuarapik,Kuujjuarapik,55.2759,-77.76243,P,PPL,CA,,10,10,,,686,,15,America/Toronto,2021-12-27
5994866,La Broquerie,La Broquerie,49.51688,-96.50029,P,PPL,CA,,3,,,,1073,268,280,America/Winnipeg,2013-07-18
6035664,La Conception,La Conception,46.15009,-74.69925,P,PPL,CA,,10,15,78115,,1287,,202,America/Toronto,2016-06-22
6945986,La Malbaie,La Malbaie,47.654,-70.15268,P,PPL,CA,,10,3,15013,,8959,,16,America/Toronto,2018-02-24
6049035,La Minerve,La Minerve,46.25009,-74.93257,P,PPL,CA,,10,15,78130,,1234,,280,America/Toronto,2019-02-26
7535692,La PocatiËre,La Pocatiere,47.36733,-70.03484,P,PPL,CA,,10,1,14085,,4575,,35,America/Toronto,2017-04-03
6049826,La Poile,La Poile,47.68488,-58.39546,P,PPL,CA,,5,,,,87,,9,America/St_Johns,2019-08-11
6049863,La Prairie,La Prairie,45.41678,-73.49917,P,PPL,CA,,10,16,67015,,23357,,8,America/Toronto,2021-11-11
6050066,La Ronge,La Ronge,55.10013,-105.28422,P,PPL,CA,,11,,,,5671,,360,America/Regina,2019-08-08
6050194,La Sarre,La Sarre,48.80019,-79.19964,P,PPL,CA,,10,8,87090,,7719,,269,America/Toronto,2021-11-13
6050416,La Tuque,La Tuque,47.43337,-72.7824,P,PPL,CA,,10,4,90012,,11001,,165,America/Toronto,2021-11-11
6325521,LÈvis,Levis,46.80326,-71.17793,P,PPL,CA,,10,12,25213,,143414,,87,America/Toronto,2021-12-21
6052583,L'…piphanie,L'Epiphanie,45.85008,-73.48246,P,PPL,CA,,10,14,60035,,4606,,21,America/Toronto,2016-06-22
5994763,Labelle,Labelle,46.28339,-74.73255,P,PPL,CA,,10,15,78120,,1239,,223,America/Toronto,2016-06-22
5994839,Labrador City,Labrador City,52.94626,-66.91137,P,PPL,CA,,5,,,,7220,,555,America/Goose_Bay,2021-11-11
5994861,Labrieville,Labrieville,49.30009,-69.56294,P,PPL,CA,,10,,,,718,,156,America/Toronto,2019-08-12
6014443,Lac du Bonnet,Lac du Bonnet,50.2536,-96.06116,P,PPL,CA,,3,,,,1089,,261,America/Winnipeg,2021-12-22
6028050,Lac La Biche,Lac La Biche,54.7669,-111.96861,P,PPL,CA,,1,,,,2314,,566,America/Edmonton,2021-12-25
5996666,Lac-Alouette,Lac-Alouette,45.81698,-73.9592,P,PPL,CA,,10,,,,4473,,99,America/Toronto,2019-08-10
6002133,Lac-Brome,Lac-Brome,45.21678,-72.51581,P,PPL,CA,,10,16,46075,,5629,,209,America/Toronto,2016-06-22
6005297,Lac-Connelly,Lac-Connelly,45.89788,-73.9723,P,PPL,CA,,10,,,,1212,,216,America/Toronto,2019-08-10
6024829,Lachute,Lachute,45.65008,-74.33253,P,PPL,CA,,10,15,76020,,9562,,70,America/Toronto,2016-06-22
6028783,Lac-Lapierre,Lac-Lapierre,45.89837,-73.77308,P,PPL,CA,,10,,,,2480,,94,America/Toronto,2019-08-10
6032673,Lac-MÈgantic,Lac-Megantic,45.58338,-70.88234,P,PPL,CA,,10,5,30030,,4658,,396,America/Toronto,2016-06-22
6035592,Lacolle,Lacolle,45.08338,-73.36585,P,PPL,CA,,10,16,56023,,1528,,40,America/Toronto,2016-06-22
6035615,Lacombe,Lacombe,52.46681,-113.7353,P,PPL,CA,,1,,,,13057,,853,America/Edmonton,2021-11-11
6042689,Lac-Simon,Lac-Simon,46.15699,-74.74129,P,PPL,CA,,10,15,78115,,1243,,245,America/Toronto,2019-08-08
7602078,Ladner,Ladner,49.08938,-123.08241,P,PPL,CA,,2,5915,5915011,,200000,1,3,America/Vancouver,2019-02-26
6047817,Ladysmith,Ladysmith,48.99016,-123.81699,P,PPL,CA,,2,5919,5919021,,8537,,71,America/Vancouver,2021-12-21
6048316,Lake Cowichan,Lake Cowichan,48.82495,-124.05461,P,PPL,CA,,2,5919,5919016,,3226,,167,America/Vancouver,2021-12-27
6048347,Lake Echo,Lake Echo,44.73345,-63.38198,P,PPL,CA,,7,,,,2515,,18,America/Halifax,2019-08-09
6048370,Lakefield,Lakefield,44.43342,-78.26623,P,PPL,CA,,8,3515,3515015,,2753,,241,America/Toronto,2019-08-08
6049024,Lambton Shores,Lambton Shores,43.16678,-81.93309,P,PPL,CA,,8,,,,10631,,207,America/Toronto,2021-11-13
6049046,Lamont,Lamont,53.76686,-112.80195,P,PPL,CA,,1,,,,1774,,643,America/Edmonton,2021-12-25
6534203,L'Ancienne-Lorette,L'Ancienne-Lorette,46.79392,-71.35191,P,PPL,CA,,10,3,23057,,16516,,27,America/Toronto,2019-02-26
6049255,Landmark,Landmark,49.67169,-96.82232,P,PPL,CA,,3,,,,1292,,242,America/Winnipeg,2019-08-11
6325516,L'Ange-Gardien,L'Ange-Gardien,46.91976,-71.08253,P,PPL,CA,,10,3,21040,,3634,,20,America/Toronto,2016-06-22
6049379,Langenburg,Langenburg,50.84999,-101.71763,P,PPL,CA,,11,,,,1165,,511,America/Regina,2021-12-25
6049388,Langford,Langford,48.44963,-123.50261,P,PPL,CA,,2,5917,5917044,,35342,,80,America/Vancouver,2021-12-21
6049403,Langham,Langham,52.3668,-106.96793,P,PPL,CA,,11,,,,1496,,512,America/Regina,2021-12-25
6049429,Langley,Langley,49.10107,-122.65883,P,PPL,CA,,2,5915,5915002,,23606,,13,America/Vancouver,2021-08-25
6049515,Lanigan,Lanigan,51.85006,-105.03443,P,PPL,CA,,11,,,,1204,,534,America/Regina,2008-04-11
6049537,Lanoraie,Lanoraie,45.96677,-73.21585,P,PPL,CA,,10,14,52017,,4447,,13,America/Toronto,2016-06-22
6049634,Lantz,Lantz,44.98345,-63.48199,P,PPL,CA,,7,,,,2229,,18,America/Halifax,2019-08-11
6049858,Lappe,Lappe,48.5668,-89.35013,P,PPL,CA,,8,,,,1436,,416,America/Toronto,2019-08-11
6050216,L'Ascension-de-Notre-Seigneur,L'Ascension-de-Notre-Seigneur,48.68339,-71.6658,P,PPL,CA,,10,,,,1134,,139,America/Toronto,2019-08-11
6050218,LaScie,LaScie,49.94995,-55.59811,P,PPL,CA,,5,,,,970,,30,America/St_Johns,2022-01-15
6050263,L'Assomption,L'Assomption,45.82318,-73.4294,P,PPL,CA,,10,14,60028,,15906,,13,America/Toronto,2019-08-08
6050539,Laurentides,Laurentides,47.13336,-72.28239,P,PPL,CA,,10,,,,12710,,239,America/Toronto,2019-08-10
6050610,Laval,Laval,45.56995,-73.692,P,PPL,CA,,10,13,65005,,422993,,34,America/Toronto,2021-12-21
6050650,Lavaltrie,Lavaltrie,45.88338,-73.28245,P,PPL,CA,,10,14,52007,,8762,,21,America/Toronto,2019-02-26
6053877,L'Œle-Perrot,L'Ile-Perrot,45.38338,-73.9492,P,PPL,CA,,10,16,71060,,9927,,49,America/Toronto,2016-06-22
12076634,Le Bic,Le Bic,48.37549,-68.69415,P,PPL,CA,,10,1,10043,,1115,,42,America/Toronto,2019-08-10
10627796,le Plateau,le Plateau,45.43514,-75.7803,P,PPL,CA,,10,7,81017,,15000,,89,America/Toronto,2015-08-18
6051122,Leamington,Leamington,42.05009,-82.59981,P,PPL,CA,,8,,,,32991,,188,America/Toronto,2019-08-08
6051264,Lebel-sur-QuÈvillon,Lebel-sur-Quevillon,49.05018,-76.98273,P,PPL,CA,,10,10,99005,,3289,,281,America/Toronto,2016-06-22
6051272,Leblanc,Leblanc,48.26683,-74.34914,P,PPL,CA,,10,,,,1513,,485,America/Toronto,2019-08-10
6051562,Leduc,Leduc,53.26682,-113.55201,P,PPL,CA,,1,,,,15561,,728,America/Edmonton,2008-04-11
6052773,Les CËdres,Les Cedres,45.31009,-74.05926,P,PPL,CA,,10,16,71050,,1434,,43,America/Toronto,2020-05-30
6052788,Les Coteaux,Les Coteaux,45.28338,-74.23254,P,PPL,CA,,10,16,71033,,17396,,44,America/Toronto,2019-08-08
6955478,Les Escoumins,Les Escoumins,48.35191,-69.40724,P,PPL,CA,,10,9,95025,,1339,,11,America/Toronto,2019-08-08
6053154,Lethbridge,Lethbridge,49.69999,-112.81856,P,PPL,CA,,1,,,,70617,,907,America/Edmonton,2008-04-11
6053446,Lewisporte,Lewisporte,49.24343,-55.06196,P,PPL,CA,,5,,,,2174,,6,America/St_Johns,2020-05-30
6945979,Lillooet,Lillooet,50.6856,-121.942,P,PPL,CA,,2,5931,5931026,,2324,,276,America/Vancouver,2021-12-27
6054238,Limoges,Limoges,45.3334,-75.24931,P,PPL,CA,,8,,,,2048,,68,America/Toronto,2019-08-08
6054258,Lincoln,Lincoln,45.90012,-66.58218,P,PPL,CA,,4,,,,2504,,7,America/Moncton,2019-08-11
6054350,Lindsay,Lindsay,44.35012,-78.73286,P,PPL,CA,,8,3516,,,20354,,261,America/Toronto,2019-09-27
6054474,LiniËre,Liniere,46.00007,-70.41572,P,PPL,CA,,10,,,,1385,,416,America/Toronto,2019-08-10
6054551,Linwood,Linwood,43.58171,-80.72815,P,PPL,CA,,8,3530,3530027,,759,,394,America/Toronto,2019-08-13
6054578,Lions Bay,Lions Bay,49.45218,-123.2376,P,PPL,CA,,2,5915,5915065,,1334,,66,America/Vancouver,2021-12-27
6054677,Listowel,Listowel,43.7334,-80.94973,P,PPL,CA,,8,,,,7530,,381,America/Toronto,2019-08-08
6055388,Little Current,Little Current,45.97927,-81.9248,P,PPL,CA,,8,,,,2156,,190,America/Toronto,2011-12-30
6057508,Little St. Lawrence,Little St. Lawrence,46.92972,-55.36109,P,PPL,CA,,5,,,,117,,20,America/St_Johns,2019-08-11
6057842,Lively,Lively,46.43338,-81.14975,P,PPL,CA,,8,,,,5608,,270,America/Toronto,2019-08-08
6058314,Lockwood,Lockwood,51.65006,-105.01783,P,PPL,CA,,11,,,,15,,522,America/Regina,2019-08-08
6058415,Logan Lake,Logan Lake,50.49225,-120.8149,P,PPL,CA,,2,5933,5933035,,2190,,1100,America/Vancouver,2020-05-30
6058560,London,London,42.98339,-81.23304,P,PPL,CA,,8,,,,346765,,252,America/Toronto,2012-08-19
6059891,Longueuil,Longueuil,45.53121,-73.51806,P,PPL,CA,,10,16,58227,,229330,,18,America/Toronto,2019-09-05
6060325,Lorette,Lorette,49.73919,-96.87232,P,PPL,CA,,3,6160992,,,3208,,239,America/Winnipeg,2019-09-17
8556299,L'Orignal,L'Orignal,45.6198,-74.6915,P,PPL,CA,,8,3502,3502010,,1450,,52,America/Toronto,2019-08-08
12076673,Lorne,Lorne,47.8738,-66.12687,P,PPL,CA,,4,1314,,,600,,152,America/Moncton,2019-08-12
6060407,Lorraine,Lorraine,45.68338,-73.78249,P,PPL,CA,,10,14,64008,,9613,,64,America/Toronto,2016-06-22
6060697,LotbiniËre,Lotbiniere,46.61675,-71.93239,P,PPL,CA,,10,12,33115,,887,,28,America/Toronto,2018-02-24
6060839,Louiseville,Louiseville,46.25594,-72.94145,P,PPL,CA,,10,4,51015,,5819,,17,America/Toronto,2016-02-24
6060985,Loverna,Loverna,51.66682,-110.00157,P,PPL,CA,,11,,,,5,,688,America/Edmonton,2019-08-08
10287505,Lower Sackville,Lower Sackville,44.77599,-63.67865,P,PPL,CA,,7,,,,21379,,53,America/Halifax,2016-10-18
6061745,Lucan,Lucan,43.18339,-81.39976,P,PPL,CA,,8,3539,3539060,,2541,,304,America/Toronto,2019-08-08
12076629,Luceville,Luceville,48.54498,-68.39658,P,PPL,CA,,10,1,9092,,1112,,8,America/Toronto,2019-08-10
6061958,Lumby,Lumby,50.24979,-118.96904,P,PPL,CA,,2,5937,5937005,,2000,,516,America/Vancouver,2021-12-27
6061979,Lumsden,Lumsden,50.65009,-104.86783,P,PPL,CA,,11,,,,1824,,496,America/Regina,2021-12-24
6062042,Lundbreck,Lundbreck,49.5856,-114.1619,P,PPL,CA,,1,,,,244,1200,1197,America/Edmonton,2015-07-08
6062069,Lunenburg,Lunenburg,44.37847,-64.31658,P,PPL,CA,,7,,,,2263,,10,America/Halifax,2021-12-21
6062163,Lutes Mountain,Lutes Mountain,46.13544,-64.90504,P,PPL,CA,,4,,,,16311,,133,America/Moncton,2016-06-29
6072447,MÈtabetchouan,Metabetchouan,48.36679,-72.01583,P,PPL,CA,,10,,,,2123,,237,America/Toronto,2019-08-10
6062563,Macamic,Macamic,48.75018,-78.99962,P,PPL,CA,,10,8,87058,,2734,,283,America/Toronto,2021-12-24
6063191,Mackenzie,Mackenzie,55.33637,-123.09374,P,PPL,CA,,2,5953,5953033,,3262,,771,America/Vancouver,2019-08-08
6063429,Macklin,Macklin,52.33344,-109.93484,P,PPL,CA,,11,,,,1257,,674,America/Regina,2008-04-11
6063989,Madoc,Madoc,44.50842,-77.47448,P,PPL,CA,,8,3512,3512026,,1535,,176,America/Toronto,2019-08-08
6064180,Magog,Magog,45.26678,-72.14909,P,PPL,CA,,10,5,45072,,15550,,220,America/Toronto,2016-05-16
6064202,Magrath,Magrath,49.41668,-112.86856,P,PPL,CA,,1,,,,2095,,980,America/Edmonton,2008-04-11
6064438,Main Point-Davidsville,Main Point-Davidsville,49.34944,-54.41834,P,PPL,CA,,5,,,,302,,9,America/St_Johns,2019-08-11
11789599,Maisonnette,Maisonnette,47.82364,-64.99838,P,PPL,CA,,4,1315,,,605,,4,America/Moncton,2017-12-22
6064704,Malartic,Malartic,48.13633,-78.12533,P,PPL,CA,,10,8,89015,,3710,,318,America/Toronto,2021-12-25
6945997,Maliotenam,Maliotenam,50.21119,-66.18164,P,PPL,CA,,10,9,97007,,1316,,51,America/Toronto,2016-06-22
12076630,Manawan,Manawan,47.22029,-74.38606,P,PPL,CA,,10,14,,,1648,,422,America/Toronto,2019-08-10
6065088,Mandeville,Mandeville,46.36677,-73.34915,P,PPL,CA,,10,14,52095,,2043,,188,America/Toronto,2016-06-22
6065253,Manitouwadge,Manitouwadge,49.12152,-85.8403,P,PPL,CA,,8,3558,3558066,,1708,,331,America/Toronto,2019-08-08
6065262,Maniwaki,Maniwaki,46.38341,-75.96605,P,PPL,CA,,10,7,83065,,4236,,162,America/Toronto,2016-10-30
6065306,Manning,Manning,56.92166,-117.63117,P,PPL,CA,,1,4817078,,,1359,,461,America/Edmonton,2020-05-31
6065347,Mannville,Mannville,53.33345,-111.1684,P,PPL,CA,,1,,,,828,,620,America/Edmonton,2019-02-17
6065592,Maple Creek,Maple Creek,49.90628,-109.48094,P,PPL,CA,,11,,,,2121,,764,America/Regina,2020-05-30
6065686,Maple Ridge,Maple Ridge,49.21939,-122.60193,P,PPL,CA,,2,5915,5915075,,82256,,42,America/Vancouver,2021-11-11
8616967,Maria,Maria,48.1749,-65.98595,P,PPL,CA,,10,11,6005,,1124,,7,America/Toronto,2019-08-08
6066350,Marieville,Marieville,45.43338,-73.16585,P,PPL,CA,,10,16,55048,,5600,,34,America/Toronto,2016-04-13
6066504,Markdale,Markdale,44.3168,-80.64971,P,PPL,CA,,8,3542,3542015,,1216,,424,America/Toronto,2019-08-08
11820688,Markerville,Markerville,52.12399,-114.1701,P,PPL,CA,,1,4808001,,,42,,901,America/Edmonton,2021-07-27
6066513,Markham,Markham,43.86682,-79.2663,P,PPL,CA,,8,,,,328966,,168,America/Toronto,2021-12-21
6067033,Martensville,Martensville,52.28339,-106.66792,P,PPL,CA,,11,,,,9645,,513,America/Regina,2021-12-24
6067472,Marystown,Marystown,47.16663,-55.14829,P,PPL,CA,,5,,,,2697,,17,America/St_Johns,2019-08-08
6067494,Mascouche,Mascouche,45.74965,-73.59956,P,PPL,CA,,10,14,64015,,34626,,17,America/Toronto,2016-06-22
6067547,MaskinongÈ,Maskinonge,46.2286,-73.01917,P,PPL,CA,,10,4,51008,,1105,,14,America/Toronto,2016-02-24
6067747,Matagami,Matagami,49.76326,-77.62735,P,PPL,CA,,10,10,99015,,1966,,259,America/Toronto,2020-05-30
6696260,Matane,Matane,48.82857,-67.52197,P,PPL,CA,,10,1,8053,,14812,,74,America/Toronto,2019-02-26
6067959,Mattawa,Mattawa,46.31681,-78.69957,P,PPL,CA,,8,,,,1993,,161,America/Toronto,2021-12-24
6068315,Mayerthorpe,Mayerthorpe,53.95015,-115.13547,P,PPL,CA,,1,,,,1320,,716,America/Edmonton,2021-12-24
6068416,Mayo,Mayo,63.59274,-135.89984,P,PPL,CA,,12,,,,540,,581,America/Whitehorse,2016-07-02
6068464,Mazenod,Mazenod,49.86676,-106.21788,P,PPL,CA,,11,,,,10,,704,America/Regina,2019-08-08
12070759,McEwen,McEwen,46.1452,-64.78615,P,PPL,CA,,4,1307,,,1462,,55,America/Moncton,2019-08-09
6071421,Meadow Lake,Meadow Lake,54.13348,-108.43471,P,PPL,CA,,11,,,,5266,,480,America/Regina,2019-08-08
6071497,Meaford,Meaford,44.60725,-80.61081,P,PPL,CA,,8,,,,4910,,202,America/Toronto,2019-08-08
6071618,Medicine Hat,Medicine Hat,50.03928,-110.67661,P,PPL,CA,,1,,,,63138,,673,America/Edmonton,2016-04-02
6071876,Melfort,Melfort,52.86673,-104.61768,P,PPL,CA,,11,,,,5778,,457,America/Regina,2019-08-08
6071900,Melita,Melita,49.26811,-100.99669,P,PPL,CA,,3,,,,1042,,443,America/Winnipeg,2021-12-25
6071971,Melville,Melville,50.91671,-102.80099,P,PPL,CA,,11,,,,4127,,549,America/Regina,2019-08-08
6072350,Merritt,Merritt,50.11225,-120.7942,P,PPL,CA,,2,5933,5933006,,7139,,593,America/Vancouver,2021-12-27
7535694,Metabetchouan-Lac-a-la-Croix,Metabetchouan-Lac-a-la-Croix,48.41,-71.78,P,PPL,CA,,10,2,93012,,4084,,160,America/Toronto,2016-06-22
6072470,Metcalfe,Metcalfe,45.2334,-75.46603,P,PPL,CA,,8,3506,3506008,,1776,,89,America/Toronto,2019-08-08
6072482,Metchosin,Metchosin,48.38293,-123.53591,P,PPL,CA,,2,5917,5917042,,4803,,49,America/Vancouver,2019-02-26
6073290,Middleton,Middleton,45.71659,-63.17932,P,PPL,CA,,7,,,,1391,,40,America/Halifax,2019-08-08
6073289,Middleton,Middleton,44.94284,-65.07022,P,PPL,CA,,7,,,,1832,,20,America/Halifax,2021-12-27
6073363,Midland,Midland,44.7501,-79.88296,P,PPL,CA,,8,,,,24353,,195,America/Toronto,2019-08-08
6073561,Mildmay,Mildmay,44.043,-81.11889,P,PPL,CA,,8,3541,3541004,,1219,,313,America/Toronto,2020-05-30
6073749,Millbrook,Millbrook,44.15012,-78.44954,P,PPL,CA,,8,3515,3515013,,1695,,215,America/Toronto,2019-08-08
6074099,Millet,Millet,53.09415,-113.47056,P,PPL,CA,,1,4811011,,,1905,,752,America/Edmonton,2020-05-06
6074639,Mingan,Mingan,50.292,-64.03196,P,PPL,CA,,10,9,98040,,407,,6,America/Toronto,2017-09-16
6074882,Minnedosa,Minnedosa,50.24532,-99.84364,P,PPL,CA,,3,,,,2449,,516,America/Winnipeg,2021-12-25
6075061,Mirabel,Mirabel,45.65008,-74.08251,P,PPL,CA,,10,15,74005,,34626,,70,America/Toronto,2016-06-22
6075081,Miramichi,Miramichi,47.02895,-65.50186,P,PPL,CA,,4,1309,,,17537,,18,America/Moncton,2021-12-21
6943602,Miscou,Miscou,47.94395,-64.57111,P,PPL,CA,,4,1315,,,530,,5,America/Moncton,2019-08-12
6075292,Mission,Mission,49.13298,-122.30258,P,PPL,CA,,2,5909,5909056,,33261,,8,America/Vancouver,2019-08-08
6075357,Mississauga,Mississauga,43.5789,-79.6583,P,PPL,CA,,8,,,,668549,,159,America/Toronto,2012-07-01
6075359,Mississauga Beach,Mississauga Beach,43.25876,-79.08625,P,PPL,CA,,8,3526,,,4662,,85,America/Toronto,2020-05-31
6075491,Mistissini,Mistissini,50.41832,-73.86895,P,PPL,CA,,10,18,,,2869,,399,America/Toronto,2020-05-30
6076211,Moncton,Moncton,46.09454,-64.7965,P,PPL,CA,,4,1307,,,108620,,30,America/Moncton,2019-08-08
6076690,Montague,Montague,46.16681,-62.64866,P,PPL,CA,,9,,,,1834,,11,America/Halifax,2019-08-08
7602072,Montague Harbour,Montague Harbour,48.89452,-123.39166,P,PPL,CA,,2,,,,200,10,61,America/Vancouver,2010-11-14
6076939,Montebello,Montebello,45.6501,-74.93258,P,PPL,CA,,10,7,80010,,978,,50,America/Toronto,2019-02-26
6944113,Mont-Joli,Mont-Joli,48.58388,-68.19214,P,PPL,CA,,10,1,9077,,6568,,81,America/Toronto,2018-02-24
6077128,Mont-Laurier,Mont-Laurier,46.55011,-75.4993,P,PPL,CA,,10,15,79088,,13405,,226,America/Toronto,2016-06-22
6325529,Montmagny,Montmagny,46.98043,-70.55493,P,PPL,CA,,10,12,18050,,11724,,15,America/Toronto,2021-02-20
6077251,MontrÈal-Est,Montreal-Est,45.63202,-73.5075,P,PPL,CA,,10,6,66007,,3850,,12,America/Toronto,2021-12-22
6077265,MontrÈal-Ouest,Montreal-Ouest,45.45286,-73.64918,P,PPL,CA,,10,6,66047,,5184,,48,America/Toronto,2019-06-07
6077295,Montrose,Montrose,49.08314,-117.58552,P,PPL,CA,,2,5905,5905009,,996,,631,America/Vancouver,2021-12-27
6077315,Mont-Royal,Mont-Royal,45.51675,-73.64918,P,PPL,CA,,10,6,66072,,18933,,47,America/Toronto,2016-06-22
6077338,Mont-Saint-GrÈgoire,Mont-Saint-Gregoire,45.33338,-73.16585,P,PPL,CA,,10,16,56097,,3086,,40,America/Toronto,2017-02-01
6077340,Mont-Saint-Hilaire,Mont-Saint-Hilaire,45.56515,-73.1868,P,PPL,CA,,10,16,57035,,15720,,39,America/Toronto,2017-01-31
6077445,Mont-Tremblant,Mont-Tremblant,46.21274,-74.58438,P,PPL,CA,,10,15,78102,,8892,,257,America/Toronto,2019-02-26
6077991,Moose Factory,Moose Factory,51.26689,-80.61624,P,PPL,CA,,8,,,,1807,,0,America/Toronto,2019-08-10
6078112,Moose Jaw,Moose Jaw,50.40005,-105.53445,P,PPL,CA,,11,,,,33890,,552,America/Regina,2021-12-21
6078359,Moosomin,Moosomin,50.14261,-101.66666,P,PPL,CA,,11,,,,2485,,578,America/Regina,2021-12-25
6078372,Moosonee,Moosonee,51.27931,-80.6345,P,PPL,CA,,8,3556,,,1405,,10,America/Toronto,2019-08-08
6078447,Morden,Morden,49.1919,-98.10136,P,PPL,CA,,3,,,,8668,,306,America/Winnipeg,2021-12-25
6078607,Morin-Heights,Morin-Heights,45.90009,-74.24922,P,PPL,CA,,10,15,77050,,3925,,240,America/Toronto,2019-02-26
6078636,Morinville,Morinville,53.80014,-113.65203,P,PPL,CA,,1,,,,9848,,701,America/Edmonton,2021-12-25
6078727,Morris,Morris,49.35499,-97.36567,P,PPL,CA,,3,,,,1916,,236,America/Winnipeg,2021-12-25
6078737,Morrisburg,Morrisburg,44.9001,-75.18261,P,PPL,CA,,8,3501,3501020,,3014,,77,America/Toronto,2019-02-26
6079673,Mount Albert,Mount Albert,44.13341,-79.3163,P,PPL,CA,,8,,,,4925,,243,America/Toronto,2019-08-09
12076656,Mount Currie 6,Mount Currie 6,50.32937,-122.66395,P,PPL,CA,,2,5931,,,961,,370,America/Vancouver,2019-08-12
6082231,Mount Pearl,Mount Pearl,47.51659,-52.78135,P,PPL,CA,,5,,,,23120,,109,America/St_Johns,2021-11-11
6943820,Murdochville,Murdochville,48.9583,-65.5006,P,PPL,CA,,10,11,3025,,764,,554,America/Toronto,2019-02-26
6085444,Nackawic,Nackawic,45.99666,-67.24028,P,PPL,CA,,4,,,,941,,70,America/Moncton,2021-12-26
6085665,Nakusp,Nakusp,50.24987,-117.80226,P,PPL,CA,,2,5903,5903050,,1706,,484,America/Vancouver,2019-02-26
6085772,Nanaimo,Nanaimo,49.16638,-123.94003,P,PPL,CA,,2,5921,5921007,,90504,,16,America/Vancouver,2021-12-05
6085892,Nanton,Nanton,50.35008,-113.76866,P,PPL,CA,,1,,,,2181,,1019,America/Edmonton,2021-12-25
6085931,Napanee,Napanee,44.25012,-76.94944,P,PPL,CA,,8,,,,7439,,92,America/Toronto,2019-08-08
6085960,Napierville,Napierville,45.18648,-73.40468,P,PPL,CA,,10,16,68030,,3124,,57,America/Toronto,2016-06-22
6086225,Natashquan,Natashquan,50.18514,-61.81912,P,PPL,CA,,10,9,98025,,246,,5,America/Toronto,2016-06-22
6086590,Neebing,Neebing,48.1668,-89.41683,P,PPL,CA,,8,,,,1986,,234,America/Toronto,2013-05-05
